	img	source	img_path	caption	split_set	modality	flag	needsCropping	isCompound	isOvercropped	isMissingSubfigures	isMissingPanels	numberSubpanes	username	observations	isOverfragmented	composition	number_modalities
2935	5e5f1104de000f09242e3f84	tinman	/tinman/p25423491/25423491/10_1/004.jpg	Figure 2. Deletion of nape-1 or nape-2 has no effect on growth or lifespan. There was no effect of the nape-1(tm3860) or nape-2(tm6254) deletions ongrowth at (A) 15˚C, (B) 20˚C or (C) 25˚C compared with the wild type N2 strain. Data are presented as mean+s.d for 6 (15˚C), 3(20˚C) and 5 (25˚C) biologicalreplicates. (D–F) Lifespan was not significantly affected by nape-1 or nape-2 deletion at any temperature. Data shown are representative of three biologicalreplicates. Summary data, statistical analysis and additional lifespan data are presented in Figure S3.	TRAIN	GRAPHICS,LINECHART	False	False	False	True	False	False	1	daniela		False		1
2936	5e5f1104de000f09242e3f85	tinman	/tinman/p25423491/25423491/10_1/003.jpg	Figure 2. Deletion of nape-1 or nape-2 has no effect on growth or lifespan. There was no effect of the nape-1(tm3860) or nape-2(tm6254) deletions ongrowth at (A) 15˚C, (B) 20˚C or (C) 25˚C compared with the wild type N2 strain. Data are presented as mean+s.d for 6 (15˚C), 3(20˚C) and 5 (25˚C) biologicalreplicates. (D–F) Lifespan was not significantly affected by nape-1 or nape-2 deletion at any temperature. Data shown are representative of three biologicalreplicates. Summary data, statistical analysis and additional lifespan data are presented in Figure S3.	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	False	False	False	1	daniela		False		1
2937	5e5f1104de000f09242e3f86	tinman	/tinman/p25423491/25423491/10_1/002.jpg	Figure 2. Deletion of nape-1 or nape-2 has no effect on growth or lifespan. There was no effect of the nape-1(tm3860) or nape-2(tm6254) deletions ongrowth at (A) 15˚C, (B) 20˚C or (C) 25˚C compared with the wild type N2 strain. Data are presented as mean+s.d for 6 (15˚C), 3(20˚C) and 5 (25˚C) biologicalreplicates. (D–F) Lifespan was not significantly affected by nape-1 or nape-2 deletion at any temperature. Data shown are representative of three biologicalreplicates. Summary data, statistical analysis and additional lifespan data are presented in Figure S3.	TRAIN	GRAPHICS,LINECHART	False	False	False	True	False	False	1	daniela		False		1
2938	5e5f1104de000f09242e3f87	tinman	/tinman/p25423491/25423491/10_1/005.jpg	Figure 2. Deletion of nape-1 or nape-2 has no effect on growth or lifespan. There was no effect of the nape-1(tm3860) or nape-2(tm6254) deletions ongrowth at (A) 15˚C, (B) 20˚C or (C) 25˚C compared with the wild type N2 strain. Data are presented as mean+s.d for 6 (15˚C), 3(20˚C) and 5 (25˚C) biologicalreplicates. (D–F) Lifespan was not significantly affected by nape-1 or nape-2 deletion at any temperature. Data shown are representative of three biologicalreplicates. Summary data, statistical analysis and additional lifespan data are presented in Figure S3.	TRAIN	GRAPHICS,LINECHART	False	False	False	True	False	False	1	daniela		False		1
2939	5e5f1104de000f09242e3f88	tinman	/tinman/p25423491/25423491/10_1/006.jpg	Figure 2. Deletion of nape-1 or nape-2 has no effect on growth or lifespan. There was no effect of the nape-1(tm3860) or nape-2(tm6254) deletions ongrowth at (A) 15˚C, (B) 20˚C or (C) 25˚C compared with the wild type N2 strain. Data are presented as mean+s.d for 6 (15˚C), 3(20˚C) and 5 (25˚C) biologicalreplicates. (D–F) Lifespan was not significantly affected by nape-1 or nape-2 deletion at any temperature. Data shown are representative of three biologicalreplicates. Summary data, statistical analysis and additional lifespan data are presented in Figure S3.	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2940	5e5f1104de000f09242e3f89	tinman	/tinman/p25423491/25423491/10_1/001.jpg	Figure 2. Deletion of nape-1 or nape-2 has no effect on growth or lifespan. There was no effect of the nape-1(tm3860) or nape-2(tm6254) deletions ongrowth at (A) 15˚C, (B) 20˚C or (C) 25˚C compared with the wild type N2 strain. Data are presented as mean+s.d for 6 (15˚C), 3(20˚C) and 5 (25˚C) biologicalreplicates. (D–F) Lifespan was not significantly affected by nape-1 or nape-2 deletion at any temperature. Data shown are representative of three biologicalreplicates. Summary data, statistical analysis and additional lifespan data are presented in Figure S3.	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2941	5e5f1104de000f09242e3f8b	tinman	/tinman/p25423491/25423491/11_1/005.jpg	Figure 3. Over-expression of nape-1 and nape-2 affect development and lifespan in a temperature dependent manner. (A) At 15˚C, nape-2(OE)worms showed significant growth delay that was characterized by L1 arrest, while the phenotype of nape-1(OE) worms was not different from controls andnape-1(OE); nape-2(OE) animals showed an intermediate phenotype (mean+sd, n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001,pairwise comparisons vs N2 **p,0.01, ***p,0.001). (B) At 20˚C, nape-2(OE) and nape-1(OE); nape-2(OE) showed mild growth delay compared with N2(n54, ANOVA p,0.01, pairwise comparison vs N2 **p,0.01). (C) At 25˚C, nape-1(OE) worms showed the strongest growth delay, which was mirrored bythe nape-1(OE); nape-2(OE) strain (n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001, pairwise comparisons vs N2 *p,0.05,***p,0.001). (D) At 15˚C, nape-2(OE) showed a small but significant increase in lifespan (p,0.01) while nape-1(OE) were not different compared with wildtype. (E) At 20˚C, there was no significant effect of nape-1(OE) or nape-2(OE) on lifespan. (F) At 25˚C, nape-1(OE) showed a significant reduction in lifespan(p,0.0001), but there was no effect of nape-2(OE). Data shown are representative of replicate experiments. Summary data, statistical analysis andadditional lifespan data are presented in Figures S4, S5, S6.	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	False	False	False	1	daniela		False		1
2942	5e5f1104de000f09242e3f8c	tinman	/tinman/p25423491/25423491/11_1/002.jpg	Figure 3. Over-expression of nape-1 and nape-2 affect development and lifespan in a temperature dependent manner. (A) At 15˚C, nape-2(OE)worms showed significant growth delay that was characterized by L1 arrest, while the phenotype of nape-1(OE) worms was not different from controls andnape-1(OE); nape-2(OE) animals showed an intermediate phenotype (mean+sd, n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001,pairwise comparisons vs N2 **p,0.01, ***p,0.001). (B) At 20˚C, nape-2(OE) and nape-1(OE); nape-2(OE) showed mild growth delay compared with N2(n54, ANOVA p,0.01, pairwise comparison vs N2 **p,0.01). (C) At 25˚C, nape-1(OE) worms showed the strongest growth delay, which was mirrored bythe nape-1(OE); nape-2(OE) strain (n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001, pairwise comparisons vs N2 *p,0.05,***p,0.001). (D) At 15˚C, nape-2(OE) showed a small but significant increase in lifespan (p,0.01) while nape-1(OE) were not different compared with wildtype. (E) At 20˚C, there was no significant effect of nape-1(OE) or nape-2(OE) on lifespan. (F) At 25˚C, nape-1(OE) showed a significant reduction in lifespan(p,0.0001), but there was no effect of nape-2(OE). Data shown are representative of replicate experiments. Summary data, statistical analysis andadditional lifespan data are presented in Figures S4, S5, S6.	TRAIN	GRAPHICS,LINECHART	False	False	False	True	False	False	1	daniela		False		1
2943	5e5f1104de000f09242e3f8d	tinman	/tinman/p25423491/25423491/11_1/003.jpg	Figure 3. Over-expression of nape-1 and nape-2 affect development and lifespan in a temperature dependent manner. (A) At 15˚C, nape-2(OE)worms showed significant growth delay that was characterized by L1 arrest, while the phenotype of nape-1(OE) worms was not different from controls andnape-1(OE); nape-2(OE) animals showed an intermediate phenotype (mean+sd, n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001,pairwise comparisons vs N2 **p,0.01, ***p,0.001). (B) At 20˚C, nape-2(OE) and nape-1(OE); nape-2(OE) showed mild growth delay compared with N2(n54, ANOVA p,0.01, pairwise comparison vs N2 **p,0.01). (C) At 25˚C, nape-1(OE) worms showed the strongest growth delay, which was mirrored bythe nape-1(OE); nape-2(OE) strain (n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001, pairwise comparisons vs N2 *p,0.05,***p,0.001). (D) At 15˚C, nape-2(OE) showed a small but significant increase in lifespan (p,0.01) while nape-1(OE) were not different compared with wildtype. (E) At 20˚C, there was no significant effect of nape-1(OE) or nape-2(OE) on lifespan. (F) At 25˚C, nape-1(OE) showed a significant reduction in lifespan(p,0.0001), but there was no effect of nape-2(OE). Data shown are representative of replicate experiments. Summary data, statistical analysis andadditional lifespan data are presented in Figures S4, S5, S6.	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	False	False	False	1	daniela		False		1
2944	5e5f1104de000f09242e3f8e	tinman	/tinman/p25423491/25423491/11_1/004.jpg	Figure 3. Over-expression of nape-1 and nape-2 affect development and lifespan in a temperature dependent manner. (A) At 15˚C, nape-2(OE)worms showed significant growth delay that was characterized by L1 arrest, while the phenotype of nape-1(OE) worms was not different from controls andnape-1(OE); nape-2(OE) animals showed an intermediate phenotype (mean+sd, n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001,pairwise comparisons vs N2 **p,0.01, ***p,0.001). (B) At 20˚C, nape-2(OE) and nape-1(OE); nape-2(OE) showed mild growth delay compared with N2(n54, ANOVA p,0.01, pairwise comparison vs N2 **p,0.01). (C) At 25˚C, nape-1(OE) worms showed the strongest growth delay, which was mirrored bythe nape-1(OE); nape-2(OE) strain (n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001, pairwise comparisons vs N2 *p,0.05,***p,0.001). (D) At 15˚C, nape-2(OE) showed a small but significant increase in lifespan (p,0.01) while nape-1(OE) were not different compared with wildtype. (E) At 20˚C, there was no significant effect of nape-1(OE) or nape-2(OE) on lifespan. (F) At 25˚C, nape-1(OE) showed a significant reduction in lifespan(p,0.0001), but there was no effect of nape-2(OE). Data shown are representative of replicate experiments. Summary data, statistical analysis andadditional lifespan data are presented in Figures S4, S5, S6.	TRAIN	GRAPHICS,LINECHART	False	False	False	True	False	False	1	daniela		False		1
2945	5e5f1104de000f09242e3f8f	tinman	/tinman/p25423491/25423491/11_1/001.jpg	Figure 3. Over-expression of nape-1 and nape-2 affect development and lifespan in a temperature dependent manner. (A) At 15˚C, nape-2(OE)worms showed significant growth delay that was characterized by L1 arrest, while the phenotype of nape-1(OE) worms was not different from controls andnape-1(OE); nape-2(OE) animals showed an intermediate phenotype (mean+sd, n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001,pairwise comparisons vs N2 **p,0.01, ***p,0.001). (B) At 20˚C, nape-2(OE) and nape-1(OE); nape-2(OE) showed mild growth delay compared with N2(n54, ANOVA p,0.01, pairwise comparison vs N2 **p,0.01). (C) At 25˚C, nape-1(OE) worms showed the strongest growth delay, which was mirrored bythe nape-1(OE); nape-2(OE) strain (n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001, pairwise comparisons vs N2 *p,0.05,***p,0.001). (D) At 15˚C, nape-2(OE) showed a small but significant increase in lifespan (p,0.01) while nape-1(OE) were not different compared with wildtype. (E) At 20˚C, there was no significant effect of nape-1(OE) or nape-2(OE) on lifespan. (F) At 25˚C, nape-1(OE) showed a significant reduction in lifespan(p,0.0001), but there was no effect of nape-2(OE). Data shown are representative of replicate experiments. Summary data, statistical analysis andadditional lifespan data are presented in Figures S4, S5, S6.	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2946	5e5f1104de000f09242e3f90	tinman	/tinman/p25423491/25423491/11_1/006.jpg	Figure 3. Over-expression of nape-1 and nape-2 affect development and lifespan in a temperature dependent manner. (A) At 15˚C, nape-2(OE)worms showed significant growth delay that was characterized by L1 arrest, while the phenotype of nape-1(OE) worms was not different from controls andnape-1(OE); nape-2(OE) animals showed an intermediate phenotype (mean+sd, n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001,pairwise comparisons vs N2 **p,0.01, ***p,0.001). (B) At 20˚C, nape-2(OE) and nape-1(OE); nape-2(OE) showed mild growth delay compared with N2(n54, ANOVA p,0.01, pairwise comparison vs N2 **p,0.01). (C) At 25˚C, nape-1(OE) worms showed the strongest growth delay, which was mirrored bythe nape-1(OE); nape-2(OE) strain (n59 except nape-1(OE); nape-2(OE) where n54, ANOVA p,0.0001, pairwise comparisons vs N2 *p,0.05,***p,0.001). (D) At 15˚C, nape-2(OE) showed a small but significant increase in lifespan (p,0.01) while nape-1(OE) were not different compared with wildtype. (E) At 20˚C, there was no significant effect of nape-1(OE) or nape-2(OE) on lifespan. (F) At 25˚C, nape-1(OE) showed a significant reduction in lifespan(p,0.0001), but there was no effect of nape-2(OE). Data shown are representative of replicate experiments. Summary data, statistical analysis andadditional lifespan data are presented in Figures S4, S5, S6.	TRAIN	GRAPHICS,LINECHART	False	False	False	True	False	False	1	daniela		False		1
2947	5e5f1104de000f09242e3f92	tinman	/tinman/p25423491/25423491/12_1/008.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2948	5e5f1104de000f09242e3f93	tinman	/tinman/p25423491/25423491/12_1/001.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2949	5e5f1104de000f09242e3f94	tinman	/tinman/p25423491/25423491/12_1/006.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2950	5e5f1104de000f09242e3f95	tinman	/tinman/p25423491/25423491/12_1/010.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2951	5e5f1104de000f09242e3f96	tinman	/tinman/p25423491/25423491/12_1/007.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2952	5e5f1105de000f09242e3f97	tinman	/tinman/p25423491/25423491/12_1/009.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2953	5e5f1105de000f09242e3f98	tinman	/tinman/p25423491/25423491/12_1/003.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2954	5e5f1105de000f09242e3f99	tinman	/tinman/p25423491/25423491/12_1/004.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2955	5e5f1105de000f09242e3f9a	tinman	/tinman/p25423491/25423491/12_1/005.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2956	5e5f1105de000f09242e3f9b	tinman	/tinman/p25423491/25423491/12_1/002.jpg	Figure 4. Loss of faah-1 enhances nape-1(OE) phenotypes but suppresses nape-2(OE). (A) faah-1(tm5011) enhances the growth delay of nape-1 over-expressers at both 15˚C and 25˚C (mean+sd, N2 and nape-1(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.001 and* p,0.05 for indicated pairwise comparisons). (B) faah-1(tm5011) suppresses the L1 arrest of nape-2 over-expressers at both 15˚C and 25˚C (mean+sd, N2and nape-2(OE) n59 and others n55 replicates, ANOVA p,0.0001 at each temperature, *** p,0.0001, ** p,0.01 and *p,0.05 for indicated pairwisecomparisons). (C) NAE levels in nape-1(OE) and faah-1(tm5011); nape-1(OE) grown at 15˚C were not significantly elevated (mean+sd, faah-1(tm5011)	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2957	5e5f1105de000f09242e3f9d	tinman	/tinman/p25423491/25423491/8_1/006.jpg	Figure 1. C.elegans NAPE-1 and NAPE-2 have NAPE-PLD activity and are expressed in overlapping and distinct tissues. (A) Alignment of C.elegans NAPE-1 and NAPE-2 amino acid sequences with human, mouse and rat NAPE-PLD. Both NAPE-1 and NAPE-2 contain all the key catalyticresidues (highlighted in black boxes) characteristic of NAPE-PLD in mammals. Recombinant NAPE-1 (B) and NAPE-2 (C) are capable of generatingarachidonoyl ethanolamine (AEA) from N-arachidonoyl phosphatidylethanolamine (N-arachidonoyl PE) in vitro. (D) Confocal microscopy image showingexpression and co-localization of pnape-1::nape-1::mCherry and pnape-2::nape-2::gfp in the nervous system and pharynx.	TRAIN	MOLECULAR STRUCTURE,PROTEIN	False	False	False	False	False	False	1	daniela		True		1
2958	5e5f1105de000f09242e3f9e	tinman	/tinman/p25423491/25423491/8_1/001.jpg	Figure 1. C.elegans NAPE-1 and NAPE-2 have NAPE-PLD activity and are expressed in overlapping and distinct tissues. (A) Alignment of C.elegans NAPE-1 and NAPE-2 amino acid sequences with human, mouse and rat NAPE-PLD. Both NAPE-1 and NAPE-2 contain all the key catalyticresidues (highlighted in black boxes) characteristic of NAPE-PLD in mammals. Recombinant NAPE-1 (B) and NAPE-2 (C) are capable of generatingarachidonoyl ethanolamine (AEA) from N-arachidonoyl phosphatidylethanolamine (N-arachidonoyl PE) in vitro. (D) Confocal microscopy image showingexpression and co-localization of pnape-1::nape-1::mCherry and pnape-2::nape-2::gfp in the nervous system and pharynx.	TRAIN	MOLECULAR STRUCTURE,PROTEIN	False	False	False	False	False	False	1	daniela		True		1
2959	5e5f1105de000f09242e3f9f	tinman	/tinman/p25423491/25423491/8_1/008.jpg	Figure 1. C.elegans NAPE-1 and NAPE-2 have NAPE-PLD activity and are expressed in overlapping and distinct tissues. (A) Alignment of C.elegans NAPE-1 and NAPE-2 amino acid sequences with human, mouse and rat NAPE-PLD. Both NAPE-1 and NAPE-2 contain all the key catalyticresidues (highlighted in black boxes) characteristic of NAPE-PLD in mammals. Recombinant NAPE-1 (B) and NAPE-2 (C) are capable of generatingarachidonoyl ethanolamine (AEA) from N-arachidonoyl phosphatidylethanolamine (N-arachidonoyl PE) in vitro. (D) Confocal microscopy image showingexpression and co-localization of pnape-1::nape-1::mCherry and pnape-2::nape-2::gfp in the nervous system and pharynx.	TRAIN	MOLECULAR STRUCTURE,PROTEIN	False	False	False	False	False	False	1	daniela		True		1
2960	5e5f1105de000f09242e3fa0	tinman	/tinman/p25423491/25423491/8_1/010.jpg	Figure 1. C.elegans NAPE-1 and NAPE-2 have NAPE-PLD activity and are expressed in overlapping and distinct tissues. (A) Alignment of C.elegans NAPE-1 and NAPE-2 amino acid sequences with human, mouse and rat NAPE-PLD. Both NAPE-1 and NAPE-2 contain all the key catalyticresidues (highlighted in black boxes) characteristic of NAPE-PLD in mammals. Recombinant NAPE-1 (B) and NAPE-2 (C) are capable of generatingarachidonoyl ethanolamine (AEA) from N-arachidonoyl phosphatidylethanolamine (N-arachidonoyl PE) in vitro. (D) Confocal microscopy image showingexpression and co-localization of pnape-1::nape-1::mCherry and pnape-2::nape-2::gfp in the nervous system and pharynx.	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		False		1
2961	5e5f1105de000f09242e3fa1	tinman	/tinman/p25423491/25423491/8_1/009.jpg	Figure 1. C.elegans NAPE-1 and NAPE-2 have NAPE-PLD activity and are expressed in overlapping and distinct tissues. (A) Alignment of C.elegans NAPE-1 and NAPE-2 amino acid sequences with human, mouse and rat NAPE-PLD. Both NAPE-1 and NAPE-2 contain all the key catalyticresidues (highlighted in black boxes) characteristic of NAPE-PLD in mammals. Recombinant NAPE-1 (B) and NAPE-2 (C) are capable of generatingarachidonoyl ethanolamine (AEA) from N-arachidonoyl phosphatidylethanolamine (N-arachidonoyl PE) in vitro. (D) Confocal microscopy image showingexpression and co-localization of pnape-1::nape-1::mCherry and pnape-2::nape-2::gfp in the nervous system and pharynx.	TRAIN	GRAPHICS,HISTOGRAM	False	False	False	True	False	False	1	daniela		True		1
2962	5e5f1105de000f09242e3fa2	tinman	/tinman/p25423491/25423491/8_1/007.jpg	Figure 1. C.elegans NAPE-1 and NAPE-2 have NAPE-PLD activity and are expressed in overlapping and distinct tissues. (A) Alignment of C.elegans NAPE-1 and NAPE-2 amino acid sequences with human, mouse and rat NAPE-PLD. Both NAPE-1 and NAPE-2 contain all the key catalyticresidues (highlighted in black boxes) characteristic of NAPE-PLD in mammals. Recombinant NAPE-1 (B) and NAPE-2 (C) are capable of generatingarachidonoyl ethanolamine (AEA) from N-arachidonoyl phosphatidylethanolamine (N-arachidonoyl PE) in vitro. (D) Confocal microscopy image showingexpression and co-localization of pnape-1::nape-1::mCherry and pnape-2::nape-2::gfp in the nervous system and pharynx.	TRAIN	MOLECULAR STRUCTURE,PROTEIN	False	False	False	False	False	False	1	daniela		True		1
2963	5e5f1105de000f09242e3fa3	tinman	/tinman/p25423491/25423491/8_1/004.jpg	Figure 1. C.elegans NAPE-1 and NAPE-2 have NAPE-PLD activity and are expressed in overlapping and distinct tissues. (A) Alignment of C.elegans NAPE-1 and NAPE-2 amino acid sequences with human, mouse and rat NAPE-PLD. Both NAPE-1 and NAPE-2 contain all the key catalyticresidues (highlighted in black boxes) characteristic of NAPE-PLD in mammals. Recombinant NAPE-1 (B) and NAPE-2 (C) are capable of generatingarachidonoyl ethanolamine (AEA) from N-arachidonoyl phosphatidylethanolamine (N-arachidonoyl PE) in vitro. (D) Confocal microscopy image showingexpression and co-localization of pnape-1::nape-1::mCherry and pnape-2::nape-2::gfp in the nervous system and pharynx.	TRAIN	MOLECULAR STRUCTURE,PROTEIN	False	False	False	False	False	False	1	daniela		True		1
