img,img_path,modality,higher_modality
PMC4410247___ijerph-12-04275-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4410247___ijerph-12-04275-g002.jpg,map,GRAPHICS
PMC4410248___ijerph-12-04292-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4410248___ijerph-12-04292-g001.jpg,map,GRAPHICS
PMC4410248___ijerph-12-04292-g003b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4410248___ijerph-12-04292-g003b.jpg,map,GRAPHICS
PMC4436021___12889_2015_1669_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4436021___12889_2015_1669_Fig2_HTML.jpg,map,GRAPHICS
PMC4438585___12889_2015_1822_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4438585___12889_2015_1822_Fig1_HTML.jpg,map,GRAPHICS
PMC4483696___ijerph-12-06197-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4483696___ijerph-12-06197-g001.jpg,map,GRAPHICS
PMC4483708___ijerph-12-06388-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4483708___ijerph-12-06388-g001.jpg,map,GRAPHICS
PMC4499202___12889_2015_2016_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4499202___12889_2015_2016_Fig1_HTML.jpg,map,GRAPHICS
PMC4499941___12889_2015_2024_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4499941___12889_2015_2024_Fig2_HTML.jpg,map,GRAPHICS
PMC4512410___ojphi-07-e51-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4512410___ojphi-07-e51-g001.jpg,map,GRAPHICS
PMC4515678___ijerph-12-07615-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4515678___ijerph-12-07615-g001.jpg,map,GRAPHICS
PMC4515683___ijerph-12-07667-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4515683___ijerph-12-07667-g002.jpg,map,GRAPHICS
PMC4515733___ijerph-12-08504-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4515733___ijerph-12-08504-g001.jpg,map,GRAPHICS
PMC4555259___ijerph-12-08971-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4555259___ijerph-12-08971-g004.jpg,map,GRAPHICS
PMC4555260___ijerph-12-09012-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4555260___ijerph-12-09012-g002.jpg,map,GRAPHICS
PMC4555260___ijerph-12-09012-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4555260___ijerph-12-09012-g003.jpg,map,GRAPHICS
PMC4580218___12863_2015_273_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4580218___12863_2015_273_Fig1_HTML.jpg,map,GRAPHICS
PMC4586613___ijerph-12-10314-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4586613___ijerph-12-10314-g006.jpg,map,GRAPHICS
PMC4587724___12889_2015_2338_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4587724___12889_2015_2338_Fig1_HTML.jpg,map,GRAPHICS
PMC4587724___12889_2015_2338_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4587724___12889_2015_2338_Fig3_HTML.jpg,map,GRAPHICS
PMC4626971___ijerph-12-12324-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4626971___ijerph-12-12324-g002.jpg,map,GRAPHICS
PMC4626971___ijerph-12-12324-g003a.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4626971___ijerph-12-12324-g003a.jpg,map,GRAPHICS
PMC4626971___ijerph-12-12324-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4626971___ijerph-12-12324-g004.jpg,map,GRAPHICS
PMC4627019___ijerph-12-13104-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4627019___ijerph-12-13104-g001.jpg,map,GRAPHICS
PMC4627050___ijerph-12-13587-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4627050___ijerph-12-13587-g002.jpg,map,GRAPHICS
PMC4627050___ijerph-12-13587-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4627050___ijerph-12-13587-g004.jpg,map,GRAPHICS
PMC4661662___ijerph-12-14490-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4661662___ijerph-12-14490-g006.jpg,map,GRAPHICS
PMC4661665___ijerph-12-14529-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4661665___ijerph-12-14529-g001.jpg,map,GRAPHICS
PMC4661669___ijerph-12-14589-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4661669___ijerph-12-14589-g006.jpg,map,GRAPHICS
PMC4690919___ijerph-12-14983-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4690919___ijerph-12-14983-g002.jpg,map,GRAPHICS
PMC4690919___ijerph-12-14983-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4690919___ijerph-12-14983-g003.jpg,map,GRAPHICS
PMC4690930___ijerph-12-14994-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4690930___ijerph-12-14994-g001.jpg,map,GRAPHICS
PMC4690961___ijerph-12-15025-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4690961___ijerph-12-15025-g007.jpg,map,GRAPHICS
PMC4730454___ijerph-13-00063-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4730454___ijerph-13-00063-g001.jpg,map,GRAPHICS
PMC4730515___ijerph-13-00124-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4730515___ijerph-13-00124-g001.jpg,map,GRAPHICS
PMC4730517___ijerph-13-00126-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4730517___ijerph-13-00126-g002.jpg,map,GRAPHICS
PMC4730522___ijerph-13-00131-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4730522___ijerph-13-00131-g001.jpg,map,GRAPHICS
PMC4743102___12889_2016_2772_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4743102___12889_2016_2772_Fig3_HTML.jpg,map,GRAPHICS
PMC4743168___12889_2016_2760_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4743168___12889_2016_2760_Fig2_HTML.jpg,map,GRAPHICS
PMC4771592___je-18-209-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4771592___je-18-209-g001.jpg,map,GRAPHICS
PMC4772174___ijerph-13-00154-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4772174___ijerph-13-00154-g002.jpg,map,GRAPHICS
PMC4772179___ijerph-13-00159-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4772179___ijerph-13-00159-g002.jpg,map,GRAPHICS
PMC4772200___ijerph-13-00180-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4772200___ijerph-13-00180-g001.jpg,map,GRAPHICS
PMC4772207___ijerph-13-00187-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4772207___ijerph-13-00187-g002.jpg,map,GRAPHICS
PMC4772252___ijerph-13-00232-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4772252___ijerph-13-00232-g001.jpg,map,GRAPHICS
PMC4784279___12889_2016_2915_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4784279___12889_2016_2915_Fig1_HTML.jpg,map,GRAPHICS
PMC4808910___ijerph-13-00247-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808910___ijerph-13-00247-g007.jpg,map,GRAPHICS
PMC4808947___ijerph-13-00284-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808947___ijerph-13-00284-g002.jpg,map,GRAPHICS
PMC4808947___ijerph-13-00284-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808947___ijerph-13-00284-g004.jpg,map,GRAPHICS
PMC4808954___ijerph-13-00291-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808954___ijerph-13-00291-g001.jpg,map,GRAPHICS
PMC4808954___ijerph-13-00291-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808954___ijerph-13-00291-g002.jpg,map,GRAPHICS
PMC4808954___ijerph-13-00291-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808954___ijerph-13-00291-g004.jpg,map,GRAPHICS
PMC4808954___ijerph-13-00291-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808954___ijerph-13-00291-g005.jpg,map,GRAPHICS
PMC4808964___ijerph-13-00301-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808964___ijerph-13-00301-g001.jpg,map,GRAPHICS
PMC4808980___ijerph-13-00317-g005b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808980___ijerph-13-00317-g005b.jpg,map,GRAPHICS
PMC4808992___ijerph-13-00329-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808992___ijerph-13-00329-g001.jpg,map,GRAPHICS
PMC4808992___ijerph-13-00329-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4808992___ijerph-13-00329-g002.jpg,map,GRAPHICS
PMC4809008___ijerph-13-00345-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4809008___ijerph-13-00345-g001.jpg,map,GRAPHICS
PMC4831178___12889_2016_2976_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4831178___12889_2016_2976_Fig3_HTML.jpg,map,GRAPHICS
PMC4846660___fpubh-04-00076-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4846660___fpubh-04-00076-g001.jpg,map,GRAPHICS
PMC4847098___ijerph-13-00436-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4847098___ijerph-13-00436-g001.jpg,map,GRAPHICS
PMC4847098___ijerph-13-00436-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4847098___ijerph-13-00436-g004.jpg,map,GRAPHICS
PMC4847102___ijerph-13-00440-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4847102___ijerph-13-00440-g005.jpg,map,GRAPHICS
PMC4877977___12889_2016_3039_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4877977___12889_2016_3039_Fig1_HTML.jpg,map,GRAPHICS
PMC4881098___ijerph-13-00473-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4881098___ijerph-13-00473-g001.jpg,map,GRAPHICS
PMC4881112___ijerph-13-00487-g007b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4881112___ijerph-13-00487-g007b.jpg,map,GRAPHICS
PMC4881112___ijerph-13-00487-g014.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4881112___ijerph-13-00487-g014.jpg,map,GRAPHICS
PMC4881115___ijerph-13-00490-g001b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4881115___ijerph-13-00490-g001b.jpg,map,GRAPHICS
PMC4924035___ijerph-13-00578-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4924035___ijerph-13-00578-g002.jpg,map,GRAPHICS
PMC4935697___fpubh-04-00145-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4935697___fpubh-04-00145-g001.jpg,map,GRAPHICS
PMC4940853___12889_2016_3217_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4940853___12889_2016_3217_Fig2_HTML.jpg,map,GRAPHICS
PMC4962244___ijerph-13-00703-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4962244___ijerph-13-00703-g001.jpg,map,GRAPHICS
PMC4962252___ijerph-13-00711-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4962252___ijerph-13-00711-g002.jpg,map,GRAPHICS
PMC4971674___12889_2016_3377_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4971674___12889_2016_3377_Fig1_HTML.jpg,map,GRAPHICS
PMC4994390___12889_2016_3432_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4994390___12889_2016_3432_Fig2_HTML.jpg,map,GRAPHICS
PMC4994390___12889_2016_3432_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4994390___12889_2016_3432_Fig4_HTML.jpg,map,GRAPHICS
PMC4997516___ijerph-13-00830-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC4997516___ijerph-13-00830-g003.jpg,map,GRAPHICS
PMC5025831___12889_2016_3406_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5025831___12889_2016_3406_Fig1_HTML.jpg,map,GRAPHICS
PMC5025833___12889_2016_3405_Fig8_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5025833___12889_2016_3405_Fig8_HTML.jpg,map,GRAPHICS
PMC5036677___ijerph-13-00844-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5036677___ijerph-13-00844-g001.jpg,map,GRAPHICS
PMC5036677___ijerph-13-00844-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5036677___ijerph-13-00844-g002.jpg,map,GRAPHICS
PMC5036677___ijerph-13-00844-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5036677___ijerph-13-00844-g003.jpg,map,GRAPHICS
PMC5036677___ijerph-13-00844-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5036677___ijerph-13-00844-g004.jpg,map,GRAPHICS
PMC5036717___ijerph-13-00884-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5036717___ijerph-13-00884-g001.jpg,map,GRAPHICS
PMC5073091___fpubh-04-00230-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5073091___fpubh-04-00230-g004.jpg,map,GRAPHICS
PMC5073091___fpubh-04-00230-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5073091___fpubh-04-00230-g005.jpg,map,GRAPHICS
PMC5073091___fpubh-04-00230-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5073091___fpubh-04-00230-g007.jpg,map,GRAPHICS
PMC5076290___fpubh-04-00232-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5076290___fpubh-04-00232-g003.jpg,map,GRAPHICS
PMC5076290___fpubh-04-00232-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5076290___fpubh-04-00232-g005.jpg,map,GRAPHICS
PMC5076290___fpubh-04-00232-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5076290___fpubh-04-00232-g006.jpg,map,GRAPHICS
PMC5086710___ijerph-13-00971-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5086710___ijerph-13-00971-g002.jpg,map,GRAPHICS
PMC5086710___ijerph-13-00971-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5086710___ijerph-13-00971-g003.jpg,map,GRAPHICS
PMC5086710___ijerph-13-00971-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5086710___ijerph-13-00971-g004.jpg,map,GRAPHICS
PMC5086713___ijerph-13-00974-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5086713___ijerph-13-00974-g001.jpg,map,GRAPHICS
PMC5095963___12889_2016_3783_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5095963___12889_2016_3783_Fig1_HTML.jpg,map,GRAPHICS
PMC5116171___12889_2016_3841_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5116171___12889_2016_3841_Fig3_HTML.jpg,map,GRAPHICS
PMC5117614___12889_2016_3847_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5117614___12889_2016_3847_Fig1_HTML.jpg,map,GRAPHICS
PMC5129377___ijerph-13-01167-g007b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5129377___ijerph-13-01167-g007b.jpg,map,GRAPHICS
PMC5201332___ijerph-13-01191-g010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5201332___ijerph-13-01191-g010.jpg,map,GRAPHICS
PMC5201356___ijerph-13-01215-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5201356___ijerph-13-01215-g001.jpg,map,GRAPHICS
PMC5201358___ijerph-13-01217-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5201358___ijerph-13-01217-g002.jpg,map,GRAPHICS
PMC5201365___ijerph-13-01224-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5201365___ijerph-13-01224-g001.jpg,map,GRAPHICS
PMC5201387___ijerph-13-01246-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5201387___ijerph-13-01246-g004.jpg,map,GRAPHICS
PMC5201393___ijerph-13-01252-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5201393___ijerph-13-01252-g002.jpg,map,GRAPHICS
PMC5216563___12889_2016_4002_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5216563___12889_2016_4002_Fig1_HTML.jpg,map,GRAPHICS
PMC529267___1471-2458-4-49-1.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC529267___1471-2458-4-49-1.jpg,map,GRAPHICS
PMC529267___1471-2458-4-49-2.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC529267___1471-2458-4-49-2.jpg,map,GRAPHICS
PMC5314696___12889_2017_4108_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5314696___12889_2017_4108_Fig1_HTML.jpg,map,GRAPHICS
PMC5334668___ijerph-14-00114-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5334668___ijerph-14-00114-g001.jpg,map,GRAPHICS
PMC5334717___ijerph-14-00163-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5334717___ijerph-14-00163-g001.jpg,map,GRAPHICS
PMC5339945___12889_2017_4084_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5339945___12889_2017_4084_Fig1_HTML.jpg,map,GRAPHICS
PMC5354252___pgen.1006616.g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5354252___pgen.1006616.g006.jpg,map,GRAPHICS
PMC5369074___ijerph-14-00238-g003b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5369074___ijerph-14-00238-g003b.jpg,map,GRAPHICS
PMC5369139___ijerph-14-00303-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5369139___ijerph-14-00303-g001.jpg,map,GRAPHICS
PMC5369145___ijerph-14-00309-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5369145___ijerph-14-00309-g004.jpg,map,GRAPHICS
PMC5409563___ijerph-14-00362-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5409563___ijerph-14-00362-g001.jpg,map,GRAPHICS
PMC5409570___ijerph-14-00369-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5409570___ijerph-14-00369-g001.jpg,map,GRAPHICS
PMC5446744___12889_2017_4374_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5446744___12889_2017_4374_Fig1_HTML.jpg,map,GRAPHICS
PMC5462308___ojphi-09-e156-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5462308___ojphi-09-e156-g002.jpg,map,GRAPHICS
PMC5462308___ojphi-09-e156-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5462308___ojphi-09-e156-g003.jpg,map,GRAPHICS
PMC5462308___ojphi-09-e156-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5462308___ojphi-09-e156-g004.jpg,map,GRAPHICS
PMC5486257___ijerph-14-00571-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5486257___ijerph-14-00571-g001.jpg,map,GRAPHICS
PMC5486257___ijerph-14-00571-g010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5486257___ijerph-14-00571-g010.jpg,map,GRAPHICS
PMC5486273___ijerph-14-00587-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5486273___ijerph-14-00587-g001.jpg,map,GRAPHICS
PMC5486329___ijerph-14-00643-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5486329___ijerph-14-00643-g008.jpg,map,GRAPHICS
PMC5523552___fpubh-05-00190-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5523552___fpubh-05-00190-g005.jpg,map,GRAPHICS
PMC5526279___12889_2017_4558_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5526279___12889_2017_4558_Fig1_HTML.jpg,map,GRAPHICS
PMC5540220___12889_2017_4621_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5540220___12889_2017_4621_Fig4_HTML.jpg,map,GRAPHICS
PMC5551131___ijerph-14-00693-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5551131___ijerph-14-00693-g001.jpg,map,GRAPHICS
PMC5551131___ijerph-14-00693-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5551131___ijerph-14-00693-g002.jpg,map,GRAPHICS
PMC5551131___ijerph-14-00693-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/map/PMC5551131___ijerph-14-00693-g005.jpg,map,GRAPHICS
