"1471-2407-10-540-2	Representative photomicrographs of the  carcinogen-treated groups  from the premalignant study . From L-R: whole mounts (40  ", left panels), H & E's (200  , middle panels) and BrdU staining (200  , right panel). Genotype, treatment, and diets are indicated at each row: [A] WT/DMBA control diet; [B]  WT/DMBA/AUR diet; [C] KO/DMBA control diet; [D]  KO/DMBA/AUR diet. All photomicrographs were uniformly reduced in size to 70% of the original picture in order to fit into the figure panels. Note, in the BrdU study, some background staining occurred, but this was also detected in the no primary antibody control (data not shown). Nuclear staining of epithelial cells was not observed in the background control.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1744-9081-5-1-1	The  P  index across the two phases . Time course of the  P  index (tracking the preference for decks with high payoff) for the four groups during the experiment.  Left:  values of  P  during the five blocks of the first phase", grouped by Condition in the first and in the second phase.  Right : A comparison of  P  at the end of the first phase and during the second phase, where no feedback was allowed. Points represent mean values  ±  SEM.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2334-9-23-2	Individual patient RD1 spot forming cell response profiles over 24 weeks of TB treatment for individuals having a negative sputum culture for  M. tuberculosis  at completion of 8 weeks of TB treatment (PANEL A", n = 48), and for individuals having a positive sputum culture at completion of 8 weeks of TB treatment (PANEL B, n = 10) . SFC, spot forming cells.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-5-26-3	Comparing the SSH data with GeneChip microarray data using subtracted samples as targets. The GeneChip microarrays were screened with cRNA targets made from the same subtracted cDNA used for SSH. (a) Number of transcripts in the H56 SSH library identified as ""present"" or ""absent"" on the GeneChip microarrays. (b) The copy number of each transcript in the SSH library plotted against its detectability on the GeneChip microarrays. Each dot represents a distinct transcript identified in the H56 SSH cDNA library. The transcripts that can be detected by the GeneChip microarrays were given ""present"" calls"," while the transcripts that cannot be detected by the GeneChip microarrays were given ""absent"" calls.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-6-164-3	Four categories of electropherogram profiles generated by high-throughput TGCE mutation screening of DNA and cDNA samples in the CMMB . The 22 ENU-induced mutations identified in this study (see Table 1) by TGCE analysis of heteroduplexed PCR products produced electropherogram patterns that can be divided into four general categories based on the number and shape of the peaks. Shown are representative electropherograms from each category", which include:  (A)  three peaks (CMMB #1128, 484-bp amplicon,  Scnm1 );  (B)  two peaks of approximately equal intensity (CMMB #3789, 484-bp amplicon,  Scnm1 );  (C)  two peaks with lower intensity of the heteroduplex peak (CMMB #1954, 336-bp amplicon,  Usp29 ): and  (D)  a shoulder on the main peak (CMMB #1176, 335-bp amplicon,  Antxr1 ). In each of the four panels the electropherogram on the top is from the indicated CMMB sample with a heterozygous ENU mutation and the electropherogram on the bottom is from an untreated C57BL/6J control sample. All patterns shown were obtained from first-pass TGCE screening of unpurified PCR products using a single 50 �� 60 ° C gradient. Heteroduplex molecules (arrows) denature faster than the homoduplexes as temperature increases during electrophoresis. The distribution of electropherogram patterns observed for the 22 mutations can be categorized as follows:  (A)  2,  (B)  4,  (C)  12, and  (D)  4 mutations. Thus, 82% of the profiles exhibited two or more peaks and the remaining 18% were shoulders.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-7827-8-97-6	TUNEL assay showed apoptotic cells in the seminiferous tubules of piglets with different doses of cadmium chloride treatment .  A-D:  TUNEL-positive cells in the seminiferous tubules of piglets without cadmium chloride treatment  (A) ", or treated with cadmium chloride at 300 mg/kg body weight  (B) , 600 mg/kg body weight  (C) , or with 1200 mg/kg body weight  (D) .  E:  Quantitation assay showed that TUNEL-positive cells in the seminiferous tubules of piglets treated with various concentration of cadmium chloride. Compared to control group A," ""*"" indicated significant difference (p  <  0.05)"," ""**"" indicated extremely significant difference (p  <  0.01).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2377-10-30-3	Ultrasound findings six weeks later . The aliasing in the most proximal segment is not present anymore despite a more sensitive setting of the colour scale. Accordingly", the Doppler spectogram shows completely normal blood flow velocities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1479-0556-3-4-4	Cell division and gene expression in U2OS", AGN2a and SCCVII cells. Tumor cells were labeled with CFSE to detect changes in fluorescence that occur with cell division post-nucloefection. (A) U2OS, (B) cultured AGN2a, (C) SCCVII cells were analyzed for CFSE fluorescence by flow cytometry immediately following nucleofection or cultured up to 3 days following nucleofection. The solid gray peak (far left of each panel) represents unstained cells. Peaks decreasing in fluorescence (right to left) indicate the loss of CFSE fluorescence over time as cells divide. Cells were analyzed at hour 2,4,6,8,10, day 1, day 2, and day 3. Only U2OS showed peaks indicating decrease in fluorescence prior to day one: at hour 2, and hours 4 �� 10. D) In parallel experiments, the average percent of cells expressing RFP from 3 separate experiments at the indicated time points following nucleofection was determined in U2OS ( � ), SCCVII (  ) and AGN2a (  ) cell lines by flow cytometry. E) Average percentage of cells expressing CD137L at time 0, 2 hours, and 6 hours post-Nucleofection in U2OS and SCCVII cells. The error bars represent the standard deviation from 3 experiments. F) Average viable cell number of U2OS, SCCVII and AGN2a tumor cells post-nucleofection from 3 separate experiments, expressed as a percentage of the number of cells originally nucleofected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1749-8090-2-54-3	Protocol . This figure depicts the experimental protocol for all rabbits. Figure 3A depicts the protocol for pressure-controlled reperfusion. After preparation and at least 15 minutes of stabilization all baseline values were measured. Two hours of warm hypoxic ischaemia followed. Then ventilation and reperfusion started", but with different intervals of pressure-controlled reperfusion from 0 to 30 minutes. Figure 3B depicts the protocol for the control group. After preparation and at least 15 minutes of stabilization all baseline values were measured. Two hours with normal ventilation and perfusion ensued without ischaemia followed by another two hours for measurements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-11-163-4	Cell type-specific miRNA expression profiles . A) hierarchical clustering of 51 miRNA expression profiles in LCM selected epithelial and stromal cells from 18 colorectal tissues (n = 6 normal", n = 6 adenomas and n = 6 carcinomas); B) hierarchical clustering of 26 miRNA expression profiles in LCM selected epithelial cells from the colorectal tissues; C) hierarchical clustering of 21 miRNA expression profiles in LCM selected stromal cells from the colorectal tissues and D) hierarchical clustering of 46 miRNA expression profiles in the mixed cell types (epithelial and stromal cells) from the colorectal tissues. The mean signal from biological replicate samples was used for the clustering. Colored bars indicate the range of normalized log2-based signals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-11-S2-S3-1	Distribution of true DEGs in the boundary regions of the AG-AD feature space for four datasets. Most DEGs are located in the boundary regions in the figure. Screening out boundary genes has the potential to improve the power of gene ranking methods such as t-test for DEG identification.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2474-9-135-3	(a and b) . HE stained slices of comparable osteotomized (a) and fractured tibia areas (b) 10 d after surgery. The anterior tibial side is located at the bottom of pictures; diamonds indicate the anterior tibial side. Cavities correspond to the 1 mm wire diameter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1472-6882-7-44-2	Continuous ginger exposure inhibits growth in ovarian cancer cells  in vitro . A", B, C: The effect of ginger on growth of A2780, SKOV3 and ES2 ovarian cancer cell lines was assessed using the trypan blue exclusion assay. Cells were incubated continuously with media containing ginger at the indicated concentrations and viable cells were counted on days Days 1, 3 and 5 of exposure. Ginger treated cells displayed significant growth inhibition as compared to control treated cells.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-11-517-5	Colorectal cancer data . 3(a) X59. 3(b) X186. 3(c) X204. 3(d) X524. Black dots are the observed log 2 ratios. The estimates from the LAD-aFL method are connected by solid lines.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-244X-7-25-4	Diffusion Tensor Imaging: Whole-Brain Fractional Anisotropy Maps of normal control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1472-6807-11-10-5	Phylogenetic tree created using the structure-based multiple sequence alignments in each fold . The thermophilic proteins are shown in boxes. The thermophilic-mesophilic protein pairs sharing a close evolutionary relationship that have been selected for further analysis are marked with black stars for each of the three folds: (A) ( α / β ) 8 ", (B)  β -jelly roll, and (C) ( α / α ) 6 . (D) A fragment of the pairwise alignment between the thermophilic (pdb id:  2e4t ) and mesophilic (pdb id:  3ik2 ) ( α / β ) 8  pair is shown to demonstrate the sequence differences for the statistically significant amino acid arginine in the thermophilic protein. Four arginine positions (shown in boxes) in the thermophilic protein are substituted by different amino acids in the mesophilic protein.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1465-9921-7-33-9	Representative traces of spontaneous changes in [Ca 2+ ] c . ASMC in lung slices were recorded and spontaneous changes in [Ca 2+ ] c  were expressed as fluorescence ratio F/F 0 .  (A)  Trace of spontaneous Ca 2+ -oscillations in an ASMC in a lung slice from a T-bet KO-mouse.  (B)  Trace of a spontaneous Ca 2+ -transient in an ASMC in a lung slice from a T-bet KO-mouse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-7525-9-81-3	Decremental impact of stroke across HRQOL domains.  A: Scalar plot of correlation coefficients of HRQOLISP domains with stroke severity indices. A decremental response is elicited from the physical to the spiritual domains", thus supporting the SOLM. B: The seed of life model: The egg-like model shows the relationship of different domains of quality of life as onion-like concentric zones with the physical domain outermost, thus bearing the maximal impact when stroke strikes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-11-555-2	Match visualization using Chimera .  Left:  A match (in green) shown superimposed with a motif (in white)", while the rest of the matching protein is shown in ribbon representation.  Right:  The ViewMatch controller window.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1743-422X-8-50-3	Histopathological observation of the lungs of virus-inoculated mice . On day 8 after infection", the lungs were removed from the mice under anesthesia and subjected to histopathological examination. Lung section of the mouse co-inoculated with mannan is also shown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2342-9-17-3	Scatterplot matrix between all pairs of variables: age (years)", CVLT free recall long delay (number of correct items), intracranial volume (ICV) in mm 3 , hippocampus volume (ICV-normalized), total volume of cerbral cortex (ICV-normalized), and total volume of lateral ventricles (ICV-normalized).  On the diagonal panels estimated probability density are given for each variable, together with measurement value for each observation, the latter in the form of vertical lines along the x-axis. The numerical range for each variable is given along both the horizontal and the vertical borders of the matrix plot. The off-diagnal panels allow for each variable to be compared to any other variable, interchanging the ordinate and the abscissa. For each of these bivariate scatterplots a least square linear regression line is fitted. Elliptic data-concentration contours for the fitted bivariate normal distribution are also plotted. For highly correlated data the elliptic shape is elongated, and for uncorrelated data the shape is circular. The contours are plotted at levels 0.5 and 0.9, i.e. 50% of the data is within the inner ellipse, and 90% within the outer one. (The figure was produced by the car package in R.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-7120-2-16-3	Apical 4 chamber view with LK565  Apical 4 chamber view before (a)", 1 minute (b), and 30 minutes (c) after intravenous LK565 application (4 mg/kg BW) and intermittent ultrasound exposure. Device: SONOS 5500, S3 Probe, harmonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2261-9-18-17	Imaging plane 90 ° ", (A) The LAA is identified . (B) Pulse wave Doppler applied to the LAA demonstrating emptying velocities in a patient with atrial flutter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-7120-7-9-1	Four chamber apical view before (left) and during iloprost inhalation (right) .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-8-240-1	Time course of LPS-induced changes in BAL cytokines and cell infiltrates. Mice were exposed to aerosolised LPS and at the indicated time", the BAL levels of TNF- α  (A), KC (B) MIP-2 (C), total leukocyte (D) and neutrophils (E) were determined. The values give are the mean  ±  SEM obtained from 6 mice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2202-12-106-5	CIA enhances microvascular pathology in APP/PS1 mice . ( A ) Bright-field photomicrographs showing microvascular pathology in the cerebral cortex (Cor", top row) and hippocampus (Hip, bottom row) immunolabeled with collagen-IV 4 months after treatment of 2-month-old wild-type (Tg-) and APP/PS1 (Tg+) mice with vehicle or CIA. Scale bar = 200  μ m. ( B ) Analysis of vessel density and length in the cerebral cortex and hippocampus (Tg- vehicle,  n  = 3; Tg- CIA,  n  = 3; Tg+ vehicle,  n  = 3; and Tg+ CIA,  n  = 4). ( C ) High-power photomicrographs showing microvascular pathology in the cortex of CIA-treated Tg+ mice. Note thinner vessel (arrow), string vessel (arrowhead), and degenerating vascular segments (open arrow) in Tg+ CIA compared with vehicle. Scale bar = 50  μ m.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2229-11-92-7	Regeneration of transformed coffee plants from maintained embryogenic cultures . Calli in selective media containing 100 mg.L -1 hygromycin and 125 mg.L -1  cefotaxime 4 months after co-cultivation with  A. tumefaciens  LBA1119 without plasmid", used as control (A). Regeneration of resistant calli in selective media containing 100 mg.L -1 hygromycin and 125 mg.L -1  cefotaxime 4 months after co-cultivation with  A. tumefaciens  LBA1119 carrying pMDC32; the yellow calli are resistant to hygromycin (B). Regeneration of torpedo-shaped somatic embryos 6 months after co-cultivation (C).  In vitro  plantlet development 8 months after co-cultivation (D). Transgenic plants in the greenhouse 12 months after co-cultivation (E).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1465-9921-12-111-3	High resolution CAT scan in patient no. 2 shows pleural thickening .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-072X-10-1-16	The three strongest clusters found by SaTScan  [ 36 ]  (a) and intensity function map (b) for the Northeast U.S. breast cancer data .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2407-7-135-2	Immunohistochemical staining for MIF in sections from MIF WT control (A)", BBN treated mice with bladder cancer at 20 weeks (B) and human specimens from benign (C) and high-grade, invasive TCC (D). Short arrows denote cytoplasmic staining in WT control and benign human tissue (A, C) with relatively scant nuclear staining. Long arrows denote cytoplasmic and intense nuclear staining in murine and human cancer tissue (B, D).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-11-415-8	Comparison of peak-calling methods . Overlap of genomic regions identified by five different peak-calling algorithms", correlating the peaks (A) and subpeaks (B) generated from each on the Oct4 ChIP-seq dataset. The numbers of peaks/subpeaks shared between methods is similar, although FindPeaks and SWEMBL generated the highest numbers of unique calls.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1748-7188-1-20-9	Third Zinc Finger (1SRK). 35 residues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-7120-6-24-3	(A)  RAO caudal projection showing proximal occlusion of the LAD. (B)  LAO cranial projection demonstrating LAD occlusion with the tram-track appearance of dissection.  (C)  LAO cranial view showing a favourable angiographic appearance following stent deployment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475-925X-6-23-6	""Hoarseness"" diagrams . ""Hoarseness"" diagrams illustrating graphically the distinction between normal (blue '+' symbols) and disordered (black '+' symbols) on all speech examples from the Kay Elemetrics dataset", for (a) the new measures return period density entropy (RPDE) (horizontal axis) and detrended fluctuation analysis (DFA) (vertical axis), (b) for the irregularity (horizontal) and noise (vertical) components of Michaelis [4], (c) for classical perturbation measures jitter (horizontal) and noise-to-harmonics ratio (NHR) (vertical) and (d) shimmer (horizontal) against NHR (vertical). The red dotted line shows the best normal/disordered classification task boundary over 1000 bootstrap trials using quadratic discriminant analysis (QDA). The values of the RPDE and DFA analysis parameters were the same those in the analysis of figures 3 and 5 respectively. The logarithm of the classical perturbation measures was used to improve the classification performance with QDA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2377-10-118-2	Chronological MRI images of thoracic spine - November 2008/December 2008/May 2009 . In figure 2 the thoracic spine is most clearly affected in the second image (December 2008). The images show increased signal within the substance of the spinal cord during episodes of active vasculitis", with some subtle expansion of the cord.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-7120-9-26-4	2-D apical views at end-systole (upper panel: apical long-axis view", lower panels: apical 4-chamber view on the left, 2-chamber view on the right) for subsequent STE or AFI analysis .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1423-0127-18-22-1	IPost reduced the IR-induced infarct size of LV . (A) Representative mid-myocardial crosssections of TTC-stained hearts for IR and IPost. Dark blue area", nonischemic zone; remaining area, AAR; white area, infracted tissue; red area, viable myocardium. (B) AAR/LV was similar between IR and IPost groups. IPost significantly attenuated myocardial INF/LV and INF/AAR compared with IR ( n = 10, *P  <  0.05, compared with IR group ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-5956-6-3-1	Photographs of two-dimensional electrophoresis gels with annotation of the spots of identified proteins. The left image shows a silver-stained gel of embryo chick retina at ED7 and the right image is that of embryo chick retina at ED11. The proteins spots that increased or decreased in embryo days ED7 to ED11", and that were identified by PMF are shown. Spots S1 through S13 represent the annotated spots. The pI gradient of the first dimension electrophoresis is shown on the top of the gels, and the migration of molecular mass markers for SDS-PAGE in the second dimension is shown on the side of the gel. Representative gel images are shown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1750-1326-6-81-1	Caffeine potentiates glutamate-induced Ca 2+  signals in YAC128 and WT MSN cultures . Representative 340/380 nm Fura-2 ratio traces are shown for YAC128 (red) and WT (green) after application of 2.5  μ M glutamate ( A )", 2.5 mM caffeine ( B ), and 2.5  μ M glutamate + 2.5 mM caffeine simultaneously ( C ). The average differences between the peak ratio and base line ratio for each treatment was calculated and shown as mean  ±  SE, n = number of cells ( D ). * p  <  0.05 compared to corresponding genotype treated with 2.5  μ M glutamate only,  # p  <  0.05 comparing YAC128 to WT, and ns = not significant using one-way ANOVA with Tukey's post test. WT, wild type; YAC, YAC128; glu, glutamate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-7120-8-51-2	Sample of abnormal findings detected by PSID in the study population . In the first line (from left to right): enlarged left ventricle with depressed EF", dilated right ventricle and dilated IVC which also presents reduced respiratory reactivity. In the second line: mitral regurgitation (double jet), pericardial effusion and pleural effusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2474-10-S1-S1-1	Patient with Chiari I malformation (left) and cervical syringomyelia (right)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-7827-9-132-3	CatSper1 (A)", CatSper2 (B), CatSper3 (C), and CatSper4 (D) channel coiled-coil predictions . X-axis, amino acid residue numbering of query sequence. Y-axis, probability score for a sequence adopting a coiled-coil configuration calculated for a scanning window of 14, 21 or 28 amino acid residues.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1748-7188-5-1-4	Performance with extended evolution model and  DBI  inference method", with  duplication-only  and  loss-only  histories . (A) Results with higher gene duplication and loss rates; (B) Results with lower gene duplication and loss rates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2407-11-25-4	In vivo  primary tumor growth and lymph node metastasis of 468-CON", 468-OPN and 468-  TC cells .  (A)  Transfected cell lines were injected into the mammary fat pad of female nude mice using 1    10 6  cells/mouse and 12 mice/group. Tumors were measured weekly in two dimensions for twelve weeks using standard calipers and the tumor volume was estimated using the formula: [volume = 0.52    (width) 2    (length)]. Growth data are presented as mean +/- SEM.  (B)  Average tumor latency (time to reach 500 mm 3 ) is represented as mean +/- SEM.  (C)  Mean lymph node metastatic burden (% of lymph node occupied by tumor) +/- SEM. At twelve weeks post-injection mice were sacrificed and assessed for lymph node metastasis. Tissue sections from primary lymph nodes (LN) were subjected to H & E staining and read by an experienced pathologist in a blinded fashion.  γ  = 468-  TC significantly different from 468-CON (p  <  0.01),  Φ  = 468-OPN significantly different from 468-CON (p  <  0.05),  θ  = 468-  TC significantly different from 468-OPN (p  <  0.05), * = sig. different than corresponding treatment of 468-CON (p  <  0.01);  δ  = sig. different than corresponding treatment of 468-OPN (p  <  0.05).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2229-10-21-5	Accumulation of flavonoids . Accumulation of flavonoids in vegetative parts of tomato plants was determined by HPLC using standards. Tomato plants were grown for 25 days on rock-wool with complete nutrient supply under continuous light. The rock-wool was rinsed with water to remove previous nutrient solution", and plants were randomly divided in two batches. Half the plants continued with complete nutrient solution, whereas the other half received nutrient solution with no nitrogen. Samples were taken before change of nutrients (day 0) and again after three days. One biological sample was pooled from 3 different plants. Three analytical replicates were run for each sample; standard error was less than 1%. Accumulation of a) rutin and b) kaempferol-3-rutinoside is given as  μ g/g fresh weight (FW).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-7120-2-16-2	Apical 4 chamber view with LK565  Apical 4 chamber view before (a) and 1 minute after (b) intravenous LK565 application (4 mg/kg BW). Device: SONOS 5500", S3 Probe, harmonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1752-0509-4-153-6	In vivo  and  in vitro  transcriptional gene network views . Both gene networks were built using common genes regulated by TNT  in vivo  and  in vitro . The  in vivo  gene network (A) was constructed using 200 arrays from rat liver tissues treated with one of 5 compounds TNT",2,4-DNT,2,6-DNT, 2A-DNT and 4A-DNT or vehicle controls. The  in vitro  gene network (B) was modeled using 531 arrays resulted from liver primary cultured cells treated by one of 105 compounds with relative controls. The Context Likelihood of Relatedness (CLR) algorithm was employed to build both gene networks. Yellow highlighted genes are transcription factors. (C) Number of connections of transcription factors  in vivo  and  in vitro  gene networks. The number of connections of transcription factors  in vivo  and  in vitro  gene networks exhibited in Fig. 6A, B was counted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1752-0509-4-S1-S5-7	Effects of initial status on the stability of the dynamic network  Figure  7  shows the evolutionary dynamics with interaction matrix as [0 -1; -2 0]", k=4, and initial populations of A and B are set as 2000 and 8000, respectively, in a total population of 10000. The intensity of selection    equals to 0.01. As shown in the left part of Figure  7 , in the case that initial status of  P A  stays between 0 and the root (red square),  � A  is negative. Thus,  P A  decreases from the initial status until it goes to 0 and  � A  goes to 0. Simulation results demonstrate the type  A  cells totally exit the system within 400 generations as shown the right part of Figure  7  (Right).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
