ID,FIG_NAME,MODALITY,HIGH_MODALITY
3432,1471-2407-8-25-4-6,DMLI,MICROSCOPY
3433,1471-2407-8-25-4-7,DMLI,MICROSCOPY
3434,1471-2407-8-25-4-8,DMLI,MICROSCOPY
3435,1471-2407-8-267-2-1,GFIG,GRAPHICS
3436,1471-2407-8-267-2-2,GFIG,GRAPHICS
3437,1471-2407-8-267-3-1,DMLI,MICROSCOPY
3438,1471-2407-8-267-3-2,DMLI,MICROSCOPY
3439,1471-2407-8-267-3-3,DMLI,MICROSCOPY
3440,1471-2407-8-267-3-4,DMLI,MICROSCOPY
3441,1471-2407-8-294-1-1,GFIG,GRAPHICS
3442,1471-2407-8-294-1-2,GFIG,GRAPHICS
3443,1471-2407-8-294-1-3,GGEL,EXPERIMENTAL
3444,1471-2407-8-294-4-1,GFIG,GRAPHICS
3445,1471-2407-8-294-4-2,GGEL,EXPERIMENTAL
3446,1471-2407-8-294-4-3,GFIG,GRAPHICS
3447,1471-2407-8-294-4-4,GFIG,GRAPHICS
3448,1471-2407-8-348-6-1,DMLI,MICROSCOPY
3449,1471-2407-8-348-6-2,DMLI,MICROSCOPY
3450,1471-2407-8-348-6-3,GFIG,GRAPHICS
3451,1471-2407-8-380-4-1,GFIG,GRAPHICS
3452,1471-2407-8-380-4-2,GGEL,EXPERIMENTAL
3453,1471-2407-8-47-1-1,GFIG,GRAPHICS
3454,1471-2407-8-47-1-2,GFIG,GRAPHICS
3455,1471-2407-8-47-1-3,GFIG,GRAPHICS
3456,1471-2407-8-48-2-10,DMLI,MICROSCOPY
3457,1471-2407-8-48-2-11,DMLI,MICROSCOPY
3458,1471-2407-8-48-2-12,DMLI,MICROSCOPY
3459,1471-2407-8-48-2-1,DMLI,MICROSCOPY
3460,1471-2407-8-48-2-2,DMLI,MICROSCOPY
3461,1471-2407-8-48-2-3,DMLI,MICROSCOPY
3462,1471-2407-8-48-2-4,DMLI,MICROSCOPY
3463,1471-2407-8-48-2-5,DMLI,MICROSCOPY
3464,1471-2407-8-48-2-6,DMLI,MICROSCOPY
3465,1471-2407-8-48-2-7,DMLI,MICROSCOPY
3466,1471-2407-8-48-2-8,DMLI,MICROSCOPY
3467,1471-2407-8-48-2-9,DMLI,MICROSCOPY
3468,1471-2407-8-5-2-1,DVOR,ORGANISMS
3469,1471-2407-8-5-2-2,DVOR,ORGANISMS
3470,1471-2407-8-5-2-3,DMLI,MICROSCOPY
3471,1471-2407-9-144-1-1,GFIG,GRAPHICS
3472,1471-2407-9-144-1-2,GFIG,GRAPHICS
3473,1471-2407-9-144-1-3,GFIG,GRAPHICS
3474,1471-2407-9-175-3-1,DMFL,MICROSCOPY
3475,1471-2407-9-175-3-2,DMLI,MICROSCOPY
3476,1471-2407-9-175-3-3,DMFL,MICROSCOPY
3477,1471-2407-9-175-3-4,DMLI,MICROSCOPY
3478,1471-2407-9-18-1-1,DRMR,ORGANISMS
3479,1471-2407-9-18-1-2,DRMR,ORGANISMS
3480,1471-2407-9-18-1-3,DMTR,MICROSCOPY
3481,1471-2407-9-18-1-4,DMFL,MICROSCOPY
3482,1471-2407-9-196-8-1,GCHE,MOLECULAR
3483,1471-2407-9-196-8-2,GCHE,MOLECULAR
3484,1471-2407-9-196-8-3,GCHE,MOLECULAR
3485,1471-2407-9-196-8-4,GCHE,MOLECULAR
3486,1471-2407-9-196-8-5,GCHE,MOLECULAR
3487,1471-2407-9-196-8-6,GCHE,MOLECULAR
3488,1471-2407-9-229-1-1,GFIG,GRAPHICS
3489,1471-2407-9-229-1-2,GGEL,EXPERIMENTAL
3490,1471-2407-9-229-1-3,GGEL,EXPERIMENTAL
3491,1471-2407-9-278-3-1,DMLI,MICROSCOPY
3492,1471-2407-9-278-3-2,DMLI,MICROSCOPY
3493,1471-2407-9-323-1-1,DMLI,MICROSCOPY
3494,1471-2407-9-323-1-2,DMLI,MICROSCOPY
3495,1471-2407-9-323-1-3,DMLI,MICROSCOPY
3496,1471-2407-9-323-1-4,DMLI,MICROSCOPY
3497,1471-2407-9-323-1-5,DMLI,MICROSCOPY
3498,1471-2407-9-323-1-6,DMLI,MICROSCOPY
3499,1471-2407-9-369-6-1,DMEL,MICROSCOPY
3500,1471-2407-9-369-6-2,DMFL,MICROSCOPY
3501,1471-2407-9-369-6-3,DMFL,MICROSCOPY
3502,1471-2407-9-369-6-4,GFIG,GRAPHICS
3503,1471-2407-9-456-2-1,DMLI,MICROSCOPY
3504,1471-2407-9-456-2-2,DMFL,MICROSCOPY
3505,1471-2407-9-456-2-3,DMFL,MICROSCOPY
3506,1471-2415-7-1-4-1,DMEL,MICROSCOPY
3507,1471-2415-7-1-4-2,DMEL,MICROSCOPY
3508,1471-2415-7-1-4-3,DMEL,MICROSCOPY
3509,1471-2415-8-18-2-1,GFIG,GRAPHICS
3510,1471-2415-8-18-2-2,GFIG,GRAPHICS
3511,1471-2415-8-18-2-3,GFIG,GRAPHICS
3512,1471-2415-8-18-2-4,GFIG,GRAPHICS
3513,1471-2431-11-72-2-1,GFIG,GRAPHICS
3514,1471-2431-11-72-2-2,GFIG,GRAPHICS
3515,1471-2431-7-14-1-1,GNCP,OTHER
3516,1471-2431-7-14-1-2,GNCP,OTHER
3517,1471-2431-7-3-2-1,DRPE,ORGANISMS
3518,1471-2431-7-3-2-2,DRPE,ORGANISMS
3519,1471-2431-7-3-2-3,DRMR,ORGANISMS
3520,1471-2431-7-3-2-4,DRMR,ORGANISMS
3521,1471-2431-7-3-2-5,DRMR,ORGANISMS
3522,1471-2431-7-3-2-6,DRMR,ORGANISMS
3523,1471-2431-7-3-2-7,DRMR,ORGANISMS
3524,1471-2431-7-3-2-8,DRMR,ORGANISMS
3525,1471-244X-11-141-3-1,GFIG,GRAPHICS
3526,1471-244X-11-141-3-2,GFIG,GRAPHICS
3527,1471-244X-11-141-3-3,GFIG,GRAPHICS
3528,1471-244X-11-141-3-4,GFIG,GRAPHICS
3529,1471-2458-10-52-2-1,GHDR,GRAPHICS
3530,1471-2458-10-52-2-2,GFIG,GRAPHICS
3531,1471-2458-10-52-2-3,GFIG,GRAPHICS
3532,1471-2458-10-52-5-1,GFIG,GRAPHICS
3533,1471-2458-10-52-5-2,GFIG,GRAPHICS
3534,1471-2458-10-52-5-3,GFIG,GRAPHICS
3535,1471-2458-1-9-5-1,GFIG,GRAPHICS
3536,1471-2458-1-9-5-2,GFIG,GRAPHICS
3537,1471-2458-1-9-5-3,GFIG,GRAPHICS
3538,1471-2458-1-9-5-4,GFIG,GRAPHICS
3539,1471-2458-4-23-3-1,GFIG,GRAPHICS
3540,1471-2458-4-23-3-2,GFIG,GRAPHICS
3541,1471-2458-4-23-3-3,GFIG,GRAPHICS
3542,1471-2458-4-23-3-4,GFIG,GRAPHICS
3543,1471-2458-5-134-1-1,GFLO,GRAPHICS
3544,1471-2458-5-134-1-2,GFLO,GRAPHICS
3545,1471-2458-6-230-2-1,GFIG,GRAPHICS
3546,1471-2458-6-230-2-2,GFIG,GRAPHICS
3547,1471-2458-6-230-2-3,GFIG,GRAPHICS
3548,1471-2458-8-324-1-1,GFIG,GRAPHICS
3549,1471-2458-8-324-1-2,GFIG,GRAPHICS
3550,1471-2458-8-324-3-1,GFIG,GRAPHICS
3551,1471-2458-8-324-3-2,GFIG,GRAPHICS
3552,1471-2458-8-61-5-1,GFIG,GRAPHICS
3553,1471-2458-8-61-5-2,GFIG,GRAPHICS
3554,1471-2458-8-61-5-3,GFIG,GRAPHICS
3555,1471-2458-8-61-5-4,GFIG,GRAPHICS
3556,1471-2458-8-61-5-5,GFIG,GRAPHICS
3557,1471-2458-8-61-5-6,GFIG,GRAPHICS
3558,1471-2466-11-10-1-1,GGEL,EXPERIMENTAL
3559,1471-2466-11-10-1-2,GGEL,EXPERIMENTAL
3560,1471-2466-11-10-1-3,GTAB,OTHER
3561,1471-2474-10-141-4-1,GGEL,EXPERIMENTAL
3562,1471-2474-10-141-4-2,GFIG,GRAPHICS
3563,1471-2474-10-15-6-1,GFIG,GRAPHICS
3564,1471-2474-10-15-6-2,GFIG,GRAPHICS
3565,1471-2474-10-15-6-3,GFIG,GRAPHICS
3566,1471-2474-10-15-6-4,GFIG,GRAPHICS
3567,1471-2474-11-194-1-1,GNCP,OTHER
3568,1471-2474-11-194-1-2,GNCP,OTHER
3569,1471-2474-11-194-1-3,GNCP,OTHER
3570,1471-2474-11-194-1-4,DVOR,ORGANISMS
3571,1471-2474-11-194-1-5,GNCP,OTHER
3572,1471-2474-12-20-1-1,DRCT,ORGANISMS
3573,1471-2474-12-20-1-2,DRXR,ORGANISMS
3574,1471-2474-12-76-3-1,DMLI,MICROSCOPY
3575,1471-2474-12-76-3-2,DMLI,MICROSCOPY
3576,1471-2474-12-76-3-3,DMLI,MICROSCOPY
3577,1471-2474-12-76-3-4,DMLI,MICROSCOPY
3578,1471-2474-12-76-3-5,D3DR,MOLECULAR
3579,1471-2474-12-76-3-6,D3DR,MOLECULAR
3580,1471-2474-9-29-1-1,DVOR,ORGANISMS
3581,1471-2474-9-29-1-2,DVOR,ORGANISMS
3582,1471-2474-9-29-1-3,DVOR,ORGANISMS
3583,1471-2474-9-29-1-4,DVOR,ORGANISMS
3584,1471-2474-9-84-3-1,GSYS,OTHER
3585,1471-2474-9-84-3-2,GNCP,OTHER
3586,1471-2490-11-7-1-1,GFIG,GRAPHICS
3587,1471-2490-11-7-1-2,GFIG,GRAPHICS
3588,1471-2490-11-7-1-3,GFIG,GRAPHICS
3589,1471-2490-5-17-4-1,DMLI,MICROSCOPY
3590,1471-2490-5-17-4-2,DMLI,MICROSCOPY
3591,1471-2490-5-17-4-3,DMLI,MICROSCOPY
3592,1471-2490-5-17-4-4,DMLI,MICROSCOPY
3593,1471-2490-6-12-4-1,DMLI,MICROSCOPY
3594,1471-2490-6-12-4-2,DMFL,MICROSCOPY
3595,1471-2490-6-12-4-3,DMLI,MICROSCOPY
3596,1471-2490-6-12-4-4,DMFL,MICROSCOPY
3597,1471-2490-8-7-7-1,GFIG,GRAPHICS
3598,1471-2490-8-7-7-2,GFIG,GRAPHICS
3599,1471-2490-8-7-7-3,GGEL,EXPERIMENTAL
3600,1471-5945-3-2-2-1,DMLI,MICROSCOPY
3601,1471-5945-3-2-2-2,DMLI,MICROSCOPY
3602,1471-5945-3-2-2-3,DMLI,MICROSCOPY
3603,1471-5945-3-2-2-4,DMLI,MICROSCOPY
3604,1471-5945-3-2-2-5,DMLI,MICROSCOPY
3605,1471-5945-3-2-2-6,DMLI,MICROSCOPY
3606,1471-5945-3-2-2-7,DMLI,MICROSCOPY
3607,1471-5945-7-2-1-1,DMLI,MICROSCOPY
3608,1471-5945-7-2-1-2,DVDM,ORGANISMS
3609,1471-5945-7-2-1-3,DVDM,ORGANISMS
3610,1472-6750-10-32-4-1,GFIG,GRAPHICS
3611,1472-6750-10-32-4-2,GFIG,GRAPHICS
3612,1472-6750-10-32-4-3,GFIG,GRAPHICS
3613,1472-6750-10-32-4-4,GFIG,GRAPHICS
3614,1472-6750-10-50-4-1,GFIG,GRAPHICS
3615,1472-6750-10-50-4-2,GFIG,GRAPHICS
3616,1472-6750-10-50-4-3,GFIG,GRAPHICS
3617,1472-6750-10-50-5-1,GFIG,GRAPHICS
3618,1472-6750-10-50-5-2,GFIG,GRAPHICS
3619,1472-6750-10-6-2-1,GFIG,GRAPHICS
3620,1472-6750-10-6-2-2,GSYS,OTHER
3621,1472-6750-10-6-2-3,GSYS,OTHER
3622,1472-6750-10-6-2-4,DMFL,MICROSCOPY
3623,1472-6750-10-6-2-5,GFIG,GRAPHICS
3624,1472-6750-10-7-1-1,GFIG,GRAPHICS
3625,1472-6750-10-7-1-2,GFIG,GRAPHICS
3626,1472-6750-10-7-1-3,GFIG,GRAPHICS
3627,1472-6750-10-7-1-4,GFIG,GRAPHICS
3628,1472-6750-10-73-5-1,GGEL,EXPERIMENTAL
3629,1472-6750-10-73-5-2,GGEL,EXPERIMENTAL
3630,1472-6750-10-73-5-3,GGEL,EXPERIMENTAL
3631,1472-6750-3-7-6-1,GNCP,OTHER
3632,1472-6750-3-7-6-2,GNCP,OTHER
3633,1472-6750-3-7-6-3,GNCP,OTHER
3634,1472-6750-4-24-1-1,GFIG,GRAPHICS
3635,1472-6750-4-24-1-2,GFIG,GRAPHICS
3636,1472-6750-4-24-1-3,GFIG,GRAPHICS
3637,1472-6750-4-24-1-4,GFIG,GRAPHICS
3638,1472-6750-4-24-1-5,GFIG,GRAPHICS
3639,1472-6750-4-24-1-6,GFIG,GRAPHICS
3640,1472-6750-4-24-1-7,GFIG,GRAPHICS
3641,1472-6750-4-24-1-8,GFIG,GRAPHICS
3642,1472-6750-4-24-1-9,GFIG,GRAPHICS
3643,1472-6750-6-14-6-1,GFIG,GRAPHICS
3644,1472-6750-6-14-6-2,GFIG,GRAPHICS
3645,1472-6750-6-14-6-3,GFIG,GRAPHICS
3646,1472-6750-6-14-6-4,GFIG,GRAPHICS
3647,1472-6750-6-14-6-5,GFIG,GRAPHICS
3648,1472-6750-6-14-6-6,GFIG,GRAPHICS
3649,1472-6750-6-15-3-1,DMFL,MICROSCOPY
3650,1472-6750-6-15-3-2,DMFL,MICROSCOPY
3651,1472-6750-6-15-3-3,DMFL,MICROSCOPY
3652,1472-6750-6-15-3-4,DMFL,MICROSCOPY
3653,1472-6750-7-66-11-1,GHDR,GRAPHICS
3654,1472-6750-7-66-11-2,GHDR,GRAPHICS
3655,1472-6750-7-66-11-3,GHDR,GRAPHICS
3656,1472-6750-7-7-3-1,GFIG,GRAPHICS
3657,1472-6750-7-7-3-2,GFIG,GRAPHICS
3658,1472-6750-8-38-5-1,GHDR,GRAPHICS
3659,1472-6750-8-38-5-2,DMEL,MICROSCOPY
3660,1472-6750-8-47-1-1,GFIG,GRAPHICS
3661,1472-6750-8-47-1-2,GFIG,GRAPHICS
3662,1472-6750-8-47-3-10,GFIG,GRAPHICS
3663,1472-6750-8-47-3-11,GFIG,GRAPHICS
3664,1472-6750-8-47-3-1,GTAB,OTHER
3665,1472-6750-8-47-3-2,GFIG,GRAPHICS
3666,1472-6750-8-47-3-3,GFIG,GRAPHICS
3667,1472-6750-8-47-3-4,GFIG,GRAPHICS
3668,1472-6750-8-47-3-5,GFIG,GRAPHICS
3669,1472-6750-8-47-3-6,GFIG,GRAPHICS
3670,1472-6750-8-47-3-7,GFIG,GRAPHICS
3671,1472-6750-8-47-3-8,GFIG,GRAPHICS
3672,1472-6750-8-47-3-9,GFIG,GRAPHICS
3673,1472-6750-8-69-1-1,GFIG,GRAPHICS
3674,1472-6750-8-69-1-2,GFIG,GRAPHICS
3675,1472-6750-8-69-1-3,GFIG,GRAPHICS
3676,1472-6750-8-69-1-4,GFIG,GRAPHICS
3677,1472-6750-8-69-1-5,GFIG,GRAPHICS
3678,1472-6750-8-69-1-6,GTAB,OTHER
3679,1472-6750-8-69-1-7,GFIG,GRAPHICS
3680,1472-6750-8-69-1-8,GFIG,GRAPHICS
3681,1472-6750-8-69-1-9,GFIG,GRAPHICS
3682,1472-6750-8-79-2-1,DMEL,MICROSCOPY
3683,1472-6750-8-79-2-2,DMEL,MICROSCOPY
3684,1472-6750-8-79-2-3,DMEL,MICROSCOPY
3685,1472-6750-8-79-2-4,DMEL,MICROSCOPY
3686,1472-6750-8-79-6-1,DMEL,MICROSCOPY
3687,1472-6750-8-79-6-2,DMEL,MICROSCOPY
3688,1472-6750-8-79-6-3,DMEL,MICROSCOPY
3689,1472-6750-8-79-6-4,DMEL,MICROSCOPY
3690,1472-6750-9-19-4-1,GFIG,GRAPHICS
3691,1472-6750-9-19-4-2,GFIG,GRAPHICS
3692,1472-6750-9-19-4-3,GFIG,GRAPHICS
3693,1472-6750-9-21-1-1,GSYS,OTHER
3694,1472-6750-9-21-1-2,GSYS,OTHER
3695,1472-6750-9-21-1-3,GSYS,OTHER
3696,1472-6750-9-21-1-4,GFIG,GRAPHICS
3697,1472-6750-9-32-3-1,GFIG,GRAPHICS
3698,1472-6750-9-32-3-2,GFIG,GRAPHICS
3699,1472-6750-9-32-3-3,GFIG,GRAPHICS
3700,1472-6750-9-32-3-4,GFIG,GRAPHICS
3701,1472-6750-9-32-3-5,GFIG,GRAPHICS
3702,1472-6750-9-65-5-1,DMFL,MICROSCOPY
3703,1472-6750-9-65-5-2,GFIG,GRAPHICS
3704,1472-6750-9-79-2-1,DMFL,MICROSCOPY
3705,1472-6750-9-79-2-2,DMFL,MICROSCOPY
3706,1472-6750-9-79-2-3,DMFL,MICROSCOPY
3707,1472-6750-9-79-2-4,DMFL,MICROSCOPY
3708,1472-6750-9-79-2-5,DMFL,MICROSCOPY
3709,1472-6750-9-9-5-1,DMEL,MICROSCOPY
3710,1472-6750-9-9-5-2,DMEL,MICROSCOPY
3711,1472-6750-9-9-5-3,DMEL,MICROSCOPY
3712,1472-6750-9-9-5-4,DMEL,MICROSCOPY
3713,1472-6785-3-9-1-1,GNCP,OTHER
3714,1472-6785-3-9-1-2,GNCP,OTHER
3715,1472-6785-3-9-1-3,GNCP,OTHER
3716,1472-6785-9-16-3-1,GFIG,GRAPHICS
3717,1472-6785-9-16-3-2,GFIG,GRAPHICS
3718,1472-6785-9-16-3-3,GFIG,GRAPHICS
3719,1472-6793-4-1-8-1,DMFL,MICROSCOPY
3720,1472-6793-4-1-8-2,DMFL,MICROSCOPY
3721,1472-6793-4-1-8-3,DMFL,MICROSCOPY
3722,1472-6793-4-1-8-4,DMFL,MICROSCOPY
3723,1472-6793-4-1-8-5,DMFL,MICROSCOPY
3724,1472-6793-4-1-8-6,DMFL,MICROSCOPY
3725,1472-6793-4-1-8-7,DMLI,MICROSCOPY
3726,1472-6793-4-1-8-8,DMFL,MICROSCOPY
3727,1472-6793-5-6-4-1,GFIG,GRAPHICS
3729,1472-6793-5-6-4-3,GFIG,GRAPHICS
3730,1472-6793-6-2-7-10,DMFL,MICROSCOPY
3731,1472-6793-6-2-7-11,DMFL,MICROSCOPY
3732,1472-6793-6-2-7-12,DMFL,MICROSCOPY
3733,1472-6793-6-2-7-13,DMFL,MICROSCOPY
3734,1472-6793-6-2-7-14,DMFL,MICROSCOPY
3735,1472-6793-6-2-7-15,DMFL,MICROSCOPY
3736,1472-6793-6-2-7-1,DMFL,MICROSCOPY
3737,1472-6793-6-2-7-2,DMFL,MICROSCOPY
3738,1472-6793-6-2-7-3,DMFL,MICROSCOPY
3739,1472-6793-6-2-7-4,DMFL,MICROSCOPY
3740,1472-6793-6-2-7-5,DMFL,MICROSCOPY
3741,1472-6793-6-2-7-6,DMFL,MICROSCOPY
3742,1472-6793-6-2-7-7,DMFL,MICROSCOPY
3743,1472-6793-6-2-7-8,DMFL,MICROSCOPY
3744,1472-6793-6-2-7-9,DMFL,MICROSCOPY
3745,1472-6793-6-5-2-1,GFIG,GRAPHICS
3746,1472-6793-6-5-2-2,GFIG,GRAPHICS
3747,1472-6793-6-5-2-3,GFIG,GRAPHICS
3748,1472-6793-7-1-4-1,DMEL,MICROSCOPY
3749,1472-6793-7-1-4-2,DMEL,MICROSCOPY
3750,1472-6793-7-1-4-3,DMEL,MICROSCOPY
3751,1472-6793-7-1-4-4,DMLI,MICROSCOPY
3752,1472-6793-7-1-4-5,DMFL,MICROSCOPY
3753,1472-6793-7-1-4-6,DMFL,MICROSCOPY
3754,1472-6793-7-1-4-7,DMFL,MICROSCOPY
3755,1472-6793-7-1-4-8,DMFL,MICROSCOPY
3756,1472-6793-7-1-4-9,DMFL,MICROSCOPY
3757,1472-6793-8-1-3-1,DMLI,MICROSCOPY
3758,1472-6793-8-1-3-2,DMLI,MICROSCOPY
3759,1472-6793-8-1-3-3,DMLI,MICROSCOPY
3760,1472-6793-8-1-3-4,DMLI,MICROSCOPY
3761,1472-6793-8-2-1-1,GGEN,MOLECULAR
3762,1472-6793-8-2-1-2,GGEN,MOLECULAR
3763,1472-6793-9-16-6-1,GFIG,GRAPHICS
3764,1472-6793-9-16-6-2,GFIG,GRAPHICS
3765,1472-6793-9-16-6-3,GFIG,GRAPHICS
3766,1472-6793-9-16-6-4,GFIG,GRAPHICS
3767,1472-6793-9-16-6-5,GFIG,GRAPHICS
3768,1472-6793-9-7-1-1,GGEL,EXPERIMENTAL
3769,1472-6793-9-7-1-2,GGEL,EXPERIMENTAL
3770,1472-6793-9-7-1-3,DMFL,MICROSCOPY
3771,1472-6793-9-7-1-4,GFIG,GRAPHICS
3772,1472-6793-9-8-1-1,GGEL,EXPERIMENTAL
3773,1472-6793-9-8-1-2,DMEL,MICROSCOPY
3774,1472-6793-9-8-1-3,DMFL,MICROSCOPY
3775,1472-6793-9-8-1-4,GFIG,GRAPHICS
3776,1472-6807-10-15-4-1,GFIG,GRAPHICS
3777,1472-6807-10-15-4-2,GFIG,GRAPHICS
3778,1472-6807-1-1-1-1,GCHE,MOLECULAR
3779,1472-6807-11-12-1-1,GGEN,MOLECULAR
3780,1472-6807-11-12-1-2,GGEN,MOLECULAR
3781,1472-6807-11-12-1-3,GGEN,MOLECULAR
3782,1472-6807-11-12-1-4,GGEN,MOLECULAR
3783,1472-6807-11-12-1-5,GGEN,MOLECULAR
3784,1472-6807-1-1-1-2,GCHE,MOLECULAR
3785,1472-6807-1-1-1-3,GCHE,MOLECULAR
3786,1472-6807-1-1-1-4,GCHE,MOLECULAR
3787,1472-6807-1-1-1-5,GCHE,MOLECULAR
3788,1472-6807-11-1-6-1,GFIG,GRAPHICS
3789,1472-6807-11-1-6-2,GFIG,GRAPHICS
3790,1472-6807-11-2-5-1,D3DR,MOLECULAR
3791,1472-6807-11-2-5-2,D3DR,MOLECULAR
3792,1472-6807-11-2-5-3,D3DR,MOLECULAR
3793,1472-6807-3-6-1-1,D3DR,MOLECULAR
3794,1472-6807-3-6-1-2,D3DR,MOLECULAR
3795,1472-6807-5-9-1-1,D3DR,MOLECULAR
3796,1472-6807-5-9-1-2,D3DR,MOLECULAR
3797,1472-6807-5-9-1-3,D3DR,MOLECULAR
3798,1472-6807-5-9-2-1,D3DR,MOLECULAR
3799,1472-6807-5-9-2-2,D3DR,MOLECULAR
3800,1472-6807-5-9-2-3,D3DR,MOLECULAR
3801,1472-6807-5-9-2-4,D3DR,MOLECULAR
3802,1472-6807-5-9-2-5,D3DR,MOLECULAR
3803,1472-6807-6-16-4-1,GFIG,GRAPHICS
3804,1472-6807-6-16-4-2,GFIG,GRAPHICS
3805,1472-6807-6-22-2-1,D3DR,MOLECULAR
3806,1472-6807-6-22-2-2,D3DR,MOLECULAR
3807,1472-6807-6-22-2-3,D3DR,MOLECULAR
3808,1472-6807-6-22-2-4,D3DR,MOLECULAR
3809,1472-6807-6-9-6-1,D3DR,MOLECULAR
3810,1472-6807-6-9-6-2,D3DR,MOLECULAR
3811,1472-6807-6-9-6-3,D3DR,MOLECULAR
3812,1472-6807-6-9-6-4,D3DR,MOLECULAR
3813,1472-6807-7-30-5-1,D3DR,MOLECULAR
3814,1472-6807-7-30-5-2,D3DR,MOLECULAR
3815,1472-6807-7-30-5-3,D3DR,MOLECULAR
3816,1472-6807-7-30-5-4,D3DR,MOLECULAR
3817,1472-6807-7-47-5-1,GFIG,GRAPHICS
3818,1472-6807-7-47-5-2,GFIG,GRAPHICS
3819,1472-6807-7-47-5-3,GFIG,GRAPHICS
3820,1472-6807-7-59-4-1,D3DR,MOLECULAR
3821,1472-6807-7-59-4-2,D3DR,MOLECULAR
3822,1472-6807-7-6-4-1,D3DR,MOLECULAR
3823,1472-6807-7-6-4-2,D3DR,MOLECULAR
3824,1472-6807-7-6-4-3,D3DR,MOLECULAR
3825,1472-6807-7-6-4-4,D3DR,MOLECULAR
3826,1472-6807-7-6-4-5,GFIG,GRAPHICS
3827,1472-6807-7-6-4-6,GFIG,GRAPHICS
3828,1472-6807-7-70-2-1,D3DR,MOLECULAR
3829,1472-6807-7-70-2-2,D3DR,MOLECULAR
3830,1472-6807-7-70-2-3,D3DR,MOLECULAR
3831,1472-6807-7-70-2-4,D3DR,MOLECULAR
3832,1472-6807-7-70-2-5,D3DR,MOLECULAR
3833,1472-6807-7-8-6-1,D3DR,MOLECULAR
3834,1472-6807-7-8-6-2,D3DR,MOLECULAR
3835,1472-6807-7-8-6-3,D3DR,MOLECULAR
3836,1472-6807-7-8-6-4,D3DR,MOLECULAR
3837,1472-6807-8-18-5-1,D3DR,MOLECULAR
3838,1472-6807-8-18-5-2,D3DR,MOLECULAR
3839,1472-6807-8-18-5-3,D3DR,MOLECULAR
3840,1472-6807-9-31-2-1,GFIG,GRAPHICS
3841,1472-6807-9-31-2-2,GFIG,GRAPHICS
3842,1472-6807-9-64-3-1,D3DR,MOLECULAR
3843,1472-6807-9-64-3-2,D3DR,MOLECULAR
3844,1472-6807-9-71-8-1,GFIG,GRAPHICS
3845,1472-6807-9-71-8-2,GFIG,GRAPHICS
3846,1472-6807-9-71-8-3,GFIG,GRAPHICS
3847,1472-6807-9-71-8-4,D3DR,MOLECULAR
3848,1472-6807-9-7-3-1,D3DR,MOLECULAR
3849,1472-6807-9-7-3-2,D3DR,MOLECULAR
3850,1472-6807-9-74-6-1,GFIG,GRAPHICS
3851,1472-6807-9-74-6-2,GFIG,GRAPHICS
3852,1472-6807-9-74-6-3,D3DR,MOLECULAR
3853,1472-6807-9-7-5-1,D3DR,MOLECULAR
3854,1472-6807-9-7-5-2,D3DR,MOLECULAR
3855,1472-6874-5-2-1-1,DMLI,MICROSCOPY
3856,1472-6874-5-2-1-2,DMLI,MICROSCOPY
3857,1472-6874-5-2-1-3,DMLI,MICROSCOPY
3858,1472-6874-5-2-1-4,DMLI,MICROSCOPY
3859,1472-6874-5-2-1-5,DMLI,MICROSCOPY
3860,1472-6874-5-2-1-6,DMLI,MICROSCOPY
3861,1472-6882-10-24-6-1,DMFL,MICROSCOPY
3862,1472-6882-10-24-6-2,DMFL,MICROSCOPY
3863,1472-6882-10-24-6-3,DMFL,MICROSCOPY
3864,1472-6882-10-24-6-4,DMFL,MICROSCOPY
3865,1472-6882-10-24-6-5,DMFL,MICROSCOPY
3866,1472-6882-10-24-6-6,DMFL,MICROSCOPY
3867,1472-6882-10-51-1-1,GCHE,MOLECULAR
3868,1472-6882-10-51-1-2,GCHE,MOLECULAR
3869,1472-6882-10-51-1-3,GCHE,MOLECULAR
3870,1472-6882-10-51-1-4,GCHE,MOLECULAR
3871,1472-6882-10-78-1-1,GFIG,GRAPHICS
3872,1472-6882-10-78-1-2,GGEL,EXPERIMENTAL
3873,1472-6882-10-78-1-3,GGEL,EXPERIMENTAL
3874,1472-6882-10-80-6-1,DMTR,MICROSCOPY
3875,1472-6882-10-80-6-2,DMTR,MICROSCOPY
3876,1472-6882-10-80-6-3,DMTR,MICROSCOPY
3877,1472-6882-10-80-6-4,DMTR,MICROSCOPY
3878,1472-6882-10-80-6-5,DMTR,MICROSCOPY
3879,1472-6882-10-80-6-6,DMTR,MICROSCOPY
3880,1472-6882-11-91-1-1,GGEL,EXPERIMENTAL
3881,1472-6882-11-91-1-2,GFIG,GRAPHICS
3882,1472-6882-11-91-1-3,GGEL,EXPERIMENTAL
3883,1472-6882-11-91-1-4,GFIG,GRAPHICS
3884,1472-6882-6-30-5-1,GGEL,EXPERIMENTAL
3885,1472-6882-6-30-5-2,GFIG,GRAPHICS
3886,1472-6882-6-30-5-3,GFIG,GRAPHICS
3887,1472-6882-6-30-5-4,GFIG,GRAPHICS
3888,1472-6882-9-36-3-1,GFLO,GRAPHICS
3889,1472-6882-9-36-3-2,GCHE,MOLECULAR
3890,1472-6890-3-2-1-1,DMLI,MICROSCOPY
3891,1472-6890-3-2-1-2,DMLI,MICROSCOPY
3892,1472-6890-3-2-1-3,DMLI,MICROSCOPY
